PWM,nbglogMinVal,nbglogMaxVal,nbgnormMinVal,nbgnormMaxVal,bglogMinVal,bglogMaxVal,bgnormMinVal,bgnormMaxVal
M07333_1.94d.txt,-30.506881725474965,-4.462290168798049,5.636760812182909e-14,0.011535913822266177,-16.66285961336982,9.398471526324839,5.799786639499454e-08,12069.91807193352
M09604_1.94d.txt,-34.87631913256202,-3.069684075383183,7.135214798226449e-16,0.046435822759845535,-25.200426735723166,8.018945052793601,1.1365635581540067e-11,3037.9707431007655
M02720_1.94d.txt,-64.47238260383327,-1.4866198492193812,1.0000000000000116e-28,0.22613573803739642,-64.47308256883561,8.216073557999652,9.993002799160256e-29,3699.946200050286
M10303_1.94d.txt,-81.6765160568269,-23.506639234108913,3.375512926363464e-36,6.182957944917565e-11,-37.851913349458606,20.35705023144371,3.6401803657096436e-17,693353294.3075118
M05336_1.94d.txt,-83.25891175801385,-2.94942313021132,6.936079371096909e-37,0.05236990785398834,-79.1091247127634,12.297577953309357,4.3988957434468977e-35,219164.5186122907
M09432_1.94d.txt,-76.48623617053889,-2.67375429270133,6.05967998698513e-34,0.06899271962027825,-62.93833341339868,15.34552041612957,4.636914610548423e-28,4618222.349274669
M05931_1.94d.txt,-111.7803517077413,-8.022277455813603,2.84714816364567e-49,0.0003280720018571114,-93.01612938888299,19.699233169339173,4.014285700590974e-41,359143708.77214825
M09118_1.94d.txt,-36.37358701076619,-2.932355666297195,1.596437328971587e-16,0.05327140058025572,-28.068719909103926,8.156266627343358,6.455201886639039e-13,3485.1509182260065
M07105_1.94d.txt,-58.70226057793838,-2.689179232764136,3.205768489375825e-26,0.0679366766932921,-50.41236051069646,11.171763755418294,1.2769973925246397e-22,71094.3932485551
M09929_1.94d.txt,-82.74746912508579,-2.73638830849828,1.1567267193621854e-36,0.06480397671175912,-78.5956242817134,12.510617985333113,7.351129486699055e-35,271201.6679623494
M10135_1.94d.txt,-64.90372983601819,-4.003352044814376,6.496332980175518e-29,0.018254346830628817,-59.36424385372674,9.857375083401239,1.653622877272781e-26,19098.69110975054
M05270_1.94d.txt,-72.07975152113569,-5.576555840315512,4.967772023922549e-32,0.00378558123810068,-55.492228532854895,15.214664080574698,7.943855938879074e-25,4051768.7841766817
M05793_1.94d.txt,-59.071287917453674,-5.064663697004393,2.2164891950067414e-26,0.006316034647045773,-49.48822325656128,10.182052220878107,3.21764198760986e-22,26424.640890380884
M10245_1.94d.txt,-54.142801974524396,-7.794518578051665,3.0625265870923388e-24,0.00041198707599470044,-30.628140415403113,15.768618402138413,4.993069677776482e-14,7050565.6255062455
M02666_1.94d.txt,-88.44267553936194,-3.5033385923143623,3.8889651245075143e-39,0.030096734775996895,-85.67359928537117,11.74360203980509,6.200526751754575e-38,125945.18351526136
M09742_1.94d.txt,-87.47133372678863,-3.218126752028211,1.0272648728424423e-38,0.04002997413860459,-80.92909003555572,13.414965945856434,7.127591021787074e-36,669955.0810136459
M09268_1.94d.txt,-80.10689687130507,-3.359111315634017,1.6218725608874002e-35,0.034766141346632515,-75.95115499494779,11.887818551660118,1.0347429867045483e-33,145483.58649851932
M07275_1.94d.txt,-63.635453270780815,-1.7446423875252848,2.3092650946048597e-28,0.17470745536222732,-50.55817583864958,12.116360535697597,1.1037309431298078e-22,182838.8669900908
M10073_1.94d.txt,-52.52239369769456,-5.4100716270616465,1.5481542906581162e-23,0.0044713199323697115,-38.83417062386201,11.222746430926408,1.3631196825456404e-17,74812.96149176193
M00987_1.94d.txt,-37.62884289299649,-3.2337415001231986,4.549892871235586e-17,0.03940977093603205,-25.335749807769737,9.240999770360055,9.927128958039638e-12,10311.342380811333
M07569_1.94d.txt,-52.379996931569245,-3.438778364255114,1.785074600389874e-23,0.03210388062992225,-37.33334153751338,11.808167384492858,6.114145636705573e-17,134345.13264802433
M07043_1.94d.txt,-44.9721855777649,-3.5110296718577563,2.943255501350998e-20,0.029866146268773725,-34.30750650207658,7.577532068399463,1.260199312319494e-15,1953.8011628642425
M09574_1.94d.txt,-119.90452061103612,-6.7460719175902195,8.435840181761925e-53,0.0011754879775105458,-95.24412362689611,20.97560191680518,4.3251649520280834e-42,1287028508.9677825
M05877_1.94d.txt,-41.88041480733147,-3.4124149696415444,6.479879791874058e-19,0.03296150315198048,-34.959041518397456,7.676147530369418,6.568726443612381e-16,2156.29668243322
M09097_1.94d.txt,-118.93563623467152,-5.146101542832961,2.2228465427967377e-52,0.005822057584672267,-109.22450895387713,17.03128605966156,3.667739417820921e-48,24922611.946702387
M06874_1.94d.txt,-52.836928346229655,-6.172263858580672,1.1303516654065861e-23,0.0020865070927599916,-36.62972682851224,10.460451917358364,1.2356963525458052e-16,34907.32310815857
M01981_1.94d.txt,-38.309681086782696,-5.822116281183168,2.3031217703773284e-17,0.002961331498595113,-24.621663094034204,8.038310125582958,2.027438003835656e-11,3097.374591205537
M08869_1.94d.txt,-74.51748271576017,-4.113175408078042,4.3397873666096945e-33,0.016355755780601496,-61.23113609389583,13.905943310384371,2.5565569630477393e-27,1094647.8927448296
M06045_1.94d.txt,-68.29162307230638,-6.305888848629632,2.194446207690217e-30,0.0018255228339330103,-46.17908811239542,17.257467788076326,8.803935526918194e-21,31248057.995645892
M08572_1.94d.txt,-51.93848875513966,-1.8334140601896982,2.7758815813606665e-23,0.15986684001133666,-46.484670611522326,9.255334497878982,6.4858075857244e-21,10460.217154574397
M01453_1.94d.txt,-36.697548283262904,-5.883301288006626,1.154668401681359e-16,0.002785574096669275,-23.138270988625308,7.9771258118454105,8.936687853110508e-11,2913.5449418482763
M04795_1.94d.txt,-113.82378171797755,-10.203416395365124,3.6894335313358086e-50,3.704354685430412e-05,-97.20662286945873,18.903871184123915,6.077151781849737e-43,162123862.45766246
ZNF525.RCADE.txt,-65.61756580815569,-4.961732158738357,3.181656231332653e-29,0.007000790842989661,-45.1069248146448,15.829569363793773,2.5722398215299973e-20,7493671.061521632
M01665_1.94d.txt,-24.912376817669756,-7.351204405979304,1.515975619951603e-11,0.0006418188841576694,-12.519363701661668,5.1228891403450065,3.6551855438430107e-06,167.81952404689034
M01386_1.94d.txt,-21.52715855557203,-6.568696594778336,4.475832528753398e-10,0.0014036257134532738,-9.061589543520608,5.905522731757719,0.00011603838185558372,367.0590490689446
M08744_1.94d.txt,-33.22455558490699,-3.5818325183371966,3.721849826968331e-15,0.027824662303472945,-24.913752634264263,7.50672977257685,1.5138913496524092e-11,1820.2511636898905
M06759_1.94d.txt,-50.86647749021889,-4.915592794868968,8.109041296661381e-23,0.007331370605138887,-39.79419156883051,10.33114886225477,5.2191789751097176e-18,30673.331100726373
M06790_1.94d.txt,-59.76113800901571,-5.67677625784215,1.1119046089489236e-26,0.003424580632459783,-39.09737949638702,15.11442644014459,1.0476683590315069e-17,3665320.873220345
M04937_1.94d.txt,-121.52558448484648,-4.862382949849226,1.6676666666666447e-53,0.007732036864615623,-120.14113988505206,14.54278583138405,6.658338930651198e-53,2069434.2762342228
M06429_1.94d.txt,-76.96864218250698,-6.274993512273041,3.7406185269526765e-34,0.0018828032688528796,-63.1321729551331,14.516160589329044,3.8198442468074305e-28,2015062.1354297362
M06103_1.94d.txt,-94.94870303084596,-2.07502569147534,5.811686911319931e-42,0.125553201804773,-85.56081781937513,15.944311065094865,6.940790787816725e-38,8404779.28986736
M04106_1.94d.txt,-71.93967147847793,-3.7270995840752965,5.714755403718759e-32,0.024062526056304885,-67.78509926395616,10.13370673948658,3.64171063478276e-30,25177.51817726224
M06932_1.94d.txt,-65.39863219584144,-8.000384489176247,3.960362260417952e-29,0.0003353336709459138,-43.46994146083103,14.175584701607438,1.3220390850137893e-19,1433435.690764793
M01209_1.94d.txt,-59.27166806193127,-4.567753792532543,1.814018147747617e-26,0.010381251993928184,-48.769900534195735,10.678944683753556,6.599352325210945e-22,43431.69198865646
M08602_1.94d.txt,-83.69203731425777,-3.479389063574118,4.497902272947257e-37,0.030826238152839244,-70.95612434164845,14.539771856451415,1.5280822856613331e-31,2063206.4431817613
ZNF180.RCADE.txt,-82.1025774453923,-9.689560178727287,2.2044673220072775e-36,6.192663508071344e-05,-53.23205448442145,19.41787302741359,7.613993067268427e-24,271066036.8069262
M05720_1.94d.txt,-74.42448402414328,-6.891332925454729,4.762744342555616e-33,0.0010165579415832258,-60.612380552210155,12.51357249516323,4.746544874996589e-27,272004.1207999606
M09738_1.94d.txt,-36.034912849144526,-3.3984306391992427,2.239939012111161e-16,0.0334256857809041,-26.529784010618883,7.690178848632529,3.007884793466256e-12,2186.765627298575
M09212_1.94d.txt,-34.27658011971608,-5.059423880171595,1.299781632287479e-15,0.006349216368859289,-20.484438147084063,8.80118807123154,1.269759725259629e-09,6642.130644741219
M00619_1.94d.txt,-32.05835383827139,-6.333514058232797,1.19463113446416e-14,0.0017757825886029843,-18.312899629342574,7.526852563766214,1.1138039232965274e-08,1857.250716405164
